 TITLE = "PR density_T" 

  VARIABLES = Temperature	PR_cp_01	NIST_cp_01	PR_cp_1	NIST_cp_1	PR_cp_3	NIST_cp_3	PR_cp_5	NIST_cp_5	PR_cp_7	NIST_cp_7	PR_cp_10	NIST_cp_10
560	359.1122852	359.06	359.0794634	358.84	360.3474857	358.85	361.8818938	359.45	362.8804532	359.9	365.3440565	361.12
570	362.0869089	362.04	362.1364744	361.9	363.7014706	362.22	365.3345635	362.95	366.3682921	363.46	368.8719126	364.78
580	365.0360386	364.99	365.1627058	364.93	367.0047169	365.54	368.7297933	366.39	369.7964488	366.96	372.3381986	368.37
590	367.9603679	367.92	368.159227	367.93	370.2598031	368.81	372.0706546	369.78	373.1681283	370.4	375.7460926	371.9
600	370.8605595	370.83	371.1270449	370.9	373.469105	372.04	375.3599709	373.12	376.4862803	373.78	379.0985441	375.37
610	373.7372477	373.71	374.0671095	373.84	376.6348167	375.23	378.6003445	376.41	379.753625	377.12	382.398293	378.78
620	376.59104	376.57	376.9803182	376.76	379.7589691	378.38	381.7941787	379.65	382.9726769	380.4	385.6478875	382.13
630	379.4225195	379.4	379.8675203	379.65	382.8434462	381.48	384.9436984	382.85	386.1457644	383.64	388.8497006	385.44
640	382.2322459	382.22	382.7295211	382.51	385.8899993	384.56	388.0509674	386	389.2750485	386.83	392.0059449	388.7
650	385.0207573	385.01	385.5670846	385.36	388.9002597	387.59	391.1179038	389.12	392.3625385	389.98	395.1186861	391.91
660	387.7885715	387.79	388.3809377	388.18	391.87575	390.6	394.146294	392.2	395.4101057	393.1	398.1898551	395.08
670	390.5361877	390.54	391.1717722	390.98	394.8178938	393.57	397.1378049	395.24	398.4194966	396.17	401.2212598	398.21
680	393.2640869	393.27	393.9402479	393.75	397.7280246	396.51	400.0939942	398.25	401.3923436	399.21	404.2145946	401.3
690	395.9727339	395.99	396.6869947	396.51	400.6073937	399.42	403.0163207	401.22	404.3301752	402.21	407.17145	404.35
700	398.6625778	398.68	399.4126152	399.24	403.4571776	402.3	405.9061527	404.16	407.2344249	405.18	410.093321	407.36
710	401.334053	401.36	402.1176861	401.95	406.2784837	405.15	408.7647756	407.07	410.1064395	408.11	412.9816143	410.34
720	403.9875806	404.02	404.8027606	404.65	409.0723565	407.98	411.593399	409.95	412.9474859	411.01	415.8376558	413.28
730	406.6235685	406.66	407.4683697	407.32	411.8397829	410.78	414.393163	412.8	415.7587579	413.89	418.6626965	416.2
740	409.2424127	409.28	410.1150238	409.97	414.5816961	413.55	417.1651436	415.63	418.5413824	416.73	421.4579186	419.08
750	411.8444981	411.89	412.7432145	412.61	417.2989809	416.31	419.9103584	418.43	421.296424	419.55	424.2244402	421.93
760	414.4301987	414.48	415.3534154	415.23	419.9924765	419.03	422.6297706	421.2	424.0248907	422.34	426.9633207	424.76
770	416.999879	417.05	417.9460837	417.83	422.6629807	421.74	425.3242935	423.94	426.7277376	425.11	429.6755649	427.55
780	419.5538939	419.61	420.521661	420.42	425.3112526	424.42	427.9947943	426.67	429.4058714	427.85	432.3621269	430.32
790	422.0925897	422.16	423.0805747	422.99	427.9380161	427.08	430.6420979	429.37	432.0601539	430.56	435.0239143	433.07
800	424.6163045	424.68	425.6232389	425.54	430.5439619	429.72	433.2669895	432.04	434.6914052	433.26	437.6617907	435.79
