TITLE = "oxygen alpha prediction Soave Optimal theta 0.1273314 " 

  VARIABLES = Tr	model_uncorrected	model_corrected	bias	upper	lower
0.544399509	1.212415265	0.860447854	-0.351967411	0.913043774	0.807851934
0.546600935	1.211149997	0.861807103	-0.349342893	0.914410024	0.809204182
0.54880236	1.209887932	0.863162388	-0.346725543	0.915772394	0.810552383
0.551003785	1.208629052	0.864513591	-0.344115461	0.91713074	0.811896441
0.55320521	1.207373337	0.865860591	-0.341512746	0.918484919	0.813236263
0.555406636	1.206120769	0.867203271	-0.338917498	0.919834789	0.814571754
0.557608061	1.204871329	0.868541516	-0.336329814	0.921180212	0.815902819
0.559809486	1.203624999	0.869875207	-0.333749792	0.922521051	0.817229363
0.562010911	1.20238176	0.871204231	-0.331177529	0.923857172	0.818551291
0.564212337	1.201141594	0.872528474	-0.32861312	0.925188441	0.819868507
0.566413762	1.199904483	0.873847821	-0.326056662	0.926514727	0.821180915
0.568615187	1.19867041	0.87516216	-0.323508249	0.927835901	0.822488419
0.570816612	1.197439356	0.87647138	-0.320967975	0.929151837	0.823790924
0.573018037	1.196211304	0.877775371	-0.318435933	0.930462409	0.825088333
0.575219463	1.194986237	0.879074022	-0.315912215	0.931767494	0.82638055
0.577420888	1.193764139	0.880367225	-0.313396914	0.93306697	0.827667479
0.579622313	1.19254499	0.881654871	-0.310890119	0.934360718	0.828949024
0.581823738	1.191328777	0.882936855	-0.308391922	0.93564862	0.830225089
0.584025164	1.19011548	0.884213069	-0.305902411	0.93693056	0.831495578
0.586226589	1.188905085	0.885483409	-0.303421676	0.938206422	0.832760395
0.588428014	1.187697574	0.88674777	-0.300949803	0.939476096	0.834019445
0.590629439	1.186492931	0.88800605	-0.298486881	0.940739469	0.835272632
0.592830864	1.185291141	0.889258146	-0.296032995	0.941996432	0.83651986
0.59503229	1.184092188	0.890503957	-0.293588231	0.943246878	0.837761036
0.597233715	1.182896055	0.891743382	-0.291152673	0.944490701	0.838996063
0.59943514	1.181702728	0.892976322	-0.288726405	0.945727797	0.840224848
0.601636565	1.18051219	0.894202679	-0.286309511	0.946958062	0.841447296
0.603837991	1.179324427	0.895422354	-0.283902073	0.948181395	0.842663314
0.606039416	1.178139423	0.896635252	-0.281504171	0.949397697	0.843872807
0.608240841	1.176957164	0.897841277	-0.279115887	0.950606871	0.845075684
0.610442266	1.175777634	0.899040334	-0.2767373	0.951808818	0.84627185
0.612643692	1.174600819	0.90023233	-0.27436849	0.953003444	0.847461215
0.614845117	1.173426704	0.901417171	-0.272009533	0.954190656	0.848643686
0.617046542	1.172255275	0.902594767	-0.269660508	0.955370362	0.849819172
0.619247967	1.171086516	0.903765026	-0.26732149	0.95654247	0.850987582
0.621449392	1.169920415	0.904927859	-0.264992556	0.957706892	0.852148827
0.623650818	1.168756957	0.906083177	-0.262673779	0.958863539	0.853302816
0.625852243	1.167596127	0.907230893	-0.260365234	0.960012326	0.85444946
0.628053668	1.166437913	0.908370919	-0.258066993	0.961153168	0.855588671
0.630255093	1.1652823	0.909503171	-0.255779129	0.96228598	0.856720361
0.632456519	1.164129274	0.910627562	-0.253501712	0.963410681	0.857844444
0.634657944	1.162978823	0.91174401	-0.251234813	0.964527189	0.858960831
0.636859369	1.161830933	0.912852432	-0.248978501	0.965635425	0.860069439
0.639060794	1.16068559	0.913952746	-0.246732844	0.966735311	0.861170181
0.64126222	1.159542781	0.915044871	-0.244497911	0.967826769	0.862262972
0.643463645	1.158402494	0.916128728	-0.242273767	0.968909724	0.863347731
0.64566507	1.157264716	0.917204237	-0.240060479	0.969984102	0.864424373
0.647866495	1.156129433	0.918271322	-0.23785811	0.971049829	0.865492816
0.65006792	1.154996633	0.919329906	-0.235666726	0.972106833	0.866552979
0.652269346	1.153866303	0.920379913	-0.23348639	0.973155044	0.867604782
0.654470771	1.152738431	0.921421269	-0.231317162	0.974194393	0.868648145
0.656672196	1.151613004	0.922453899	-0.229159105	0.97522481	0.869682989
0.658873621	1.150490011	0.923477732	-0.227012279	0.976246228	0.870709236
0.661075047	1.149369438	0.924492696	-0.224876742	0.977258583	0.871726809
0.663276472	1.148251275	0.925498721	-0.222752554	0.978261809	0.872735632
0.665477897	1.147135508	0.926495736	-0.220639772	0.979255843	0.87373563
0.667679322	1.146022126	0.927483675	-0.218538452	0.980240622	0.874726727
0.669880748	1.144911118	0.928462468	-0.21644865	0.981216084	0.875708852
0.672082173	1.143802471	0.929432051	-0.21437042	0.982182171	0.87668193
0.674283598	1.142696174	0.930392357	-0.212303817	0.983138823	0.877645892
0.676485023	1.141592215	0.931343323	-0.210248892	0.984085981	0.878600665
0.678686448	1.140490583	0.932284885	-0.208205698	0.98502359	0.879546181
0.680887874	1.139391268	0.933216982	-0.206174286	0.985951593	0.880482371
0.683089299	1.138294256	0.934139552	-0.204154704	0.986869936	0.881409167
0.685290724	1.137199538	0.935052535	-0.202147004	0.987778566	0.882326503
0.687492149	1.136107102	0.935955871	-0.200151231	0.98867743	0.883234313
0.689693575	1.135016938	0.936849505	-0.198167433	0.989566476	0.884132533
0.691895	1.133929034	0.937733377	-0.196195657	0.990445654	0.8850211
0.694096425	1.13284338	0.938607433	-0.194235947	0.991314916	0.88589995
0.69629785	1.131759965	0.939471617	-0.192288348	0.992174212	0.886769023
0.698499275	1.130678778	0.940325877	-0.190352901	0.993023495	0.887628258
0.700700701	1.129599809	0.941170158	-0.188429651	0.99386272	0.888477596
0.702902126	1.128523048	0.94200441	-0.186518638	0.994691841	0.889316979
0.705103551	1.127448484	0.942828583	-0.184619901	0.995510814	0.890146351
0.707304976	1.126376106	0.943642625	-0.182733481	0.996319596	0.890965654
0.709506402	1.125305905	0.94444649	-0.180859415	0.997118145	0.891774835
0.711707827	1.124237871	0.945240129	-0.178997741	0.997906418	0.89257384
0.713909252	1.123171993	0.946023497	-0.177148496	0.998684378	0.893362616
0.716110677	1.122108261	0.946796547	-0.175311714	0.999451983	0.894141112
0.718312103	1.121046666	0.947559236	-0.17348743	1.000209196	0.894909277
0.720513528	1.119987198	0.948311521	-0.171675677	1.000955979	0.895667063
0.722714953	1.118929847	0.949053359	-0.169876487	1.001692297	0.896414421
0.724916378	1.117874603	0.94978471	-0.168089893	1.002418114	0.897151305
0.727117803	1.116821457	0.950505532	-0.166315925	1.003133395	0.897877669
0.729319229	1.115770399	0.951215788	-0.164554611	1.003838107	0.898593469
0.731520654	1.11472142	0.951915439	-0.162805981	1.004532218	0.89929866
0.733722079	1.11367451	0.952604449	-0.161070061	1.005215696	0.899993202
0.735923504	1.112629661	0.953282781	-0.15934688	1.00588851	0.900677052
0.73812493	1.111586862	0.953950401	-0.157636461	1.00655063	0.901350172
0.740326355	1.110546105	0.954607275	-0.15593883	1.007202029	0.902012522
0.74252778	1.109507381	0.955253371	-0.15425401	1.007842677	0.902664064
0.744729205	1.10847068	0.955888656	-0.152582024	1.008472549	0.903304764
0.746930631	1.107435994	0.956513101	-0.150922893	1.009091618	0.903934584
0.749132056	1.106403314	0.957126675	-0.149276638	1.009699858	0.904553492
0.751333481	1.10537263	0.957729351	-0.147643279	1.010297247	0.905161455
0.753534906	1.104343935	0.9583211	-0.146022834	1.010883759	0.905758441
0.755736331	1.103317219	0.958901897	-0.144415322	1.011459374	0.906344419
0.757937757	1.102292473	0.959471715	-0.142820758	1.01202407	0.906919361
0.760139182	1.10126969	0.960030531	-0.141239159	1.012577825	0.907483237
0.762340607	1.100248861	0.960578321	-0.139670539	1.01312062	0.908036023
0.764542032	1.099229976	0.961115064	-0.138114913	1.013652437	0.90857769
0.766743458	1.098213029	0.961640737	-0.136572292	1.014173257	0.909108216
0.768944883	1.09719801	0.96215532	-0.13504269	1.014683064	0.909627577
0.771146308	1.096184911	0.962658795	-0.133526116	1.01518184	0.91013575
0.773347733	1.095173724	0.963151143	-0.132022581	1.015669572	0.910632714
0.775549158	1.094164441	0.963632347	-0.130532094	1.016146244	0.91111845
0.777750584	1.093157054	0.964102391	-0.129054663	1.016611843	0.911592939
0.779952009	1.092151554	0.96456126	-0.127590294	1.017066357	0.912056164
0.782153434	1.091147934	0.96500894	-0.126138995	1.017509772	0.912508107
0.784354859	1.090146186	0.965445417	-0.124700769	1.01794208	0.912948754
0.786556285	1.089146302	0.96587068	-0.123275622	1.018363268	0.913378091
0.78875771	1.088148274	0.966284717	-0.121863557	1.018773329	0.913796105
0.790959135	1.087152094	0.966687519	-0.120464575	1.019172254	0.914202785
0.79316056	1.086157755	0.967079077	-0.119078678	1.019560035	0.914598118
0.795361986	1.085165248	0.967459381	-0.117705867	1.019936666	0.914982097
0.797563411	1.084174567	0.967828427	-0.116346141	1.02030214	0.915354713
0.799764836	1.083185704	0.968186206	-0.114999498	1.020656454	0.915715958
0.801966261	1.082198651	0.968532715	-0.113665936	1.020999603	0.916065826
0.804167686	1.081213401	0.968867948	-0.112345452	1.021331583	0.916404314
0.806369112	1.080229946	0.969191904	-0.111038042	1.021652393	0.916731416
0.808570537	1.079248279	0.96950458	-0.109743699	1.02196203	0.917047129
0.810771962	1.078268393	0.969805974	-0.108462419	1.022260495	0.917351454
0.812973387	1.077290281	0.970096087	-0.107194194	1.022547787	0.917644388
0.815174813	1.076313935	0.97037492	-0.105939015	1.022823907	0.917925933
0.817376238	1.075339348	0.970642473	-0.104696875	1.023088857	0.918196089
0.819577663	1.074366513	0.97089875	-0.103467763	1.02334264	0.918454861
0.821779088	1.073395424	0.971143755	-0.102251669	1.023585259	0.918702251
0.823980514	1.072426072	0.971377492	-0.10104858	1.023816719	0.918938265
0.826181939	1.071458451	0.971599967	-0.099858485	1.024037025	0.919162908
0.828383364	1.070492555	0.971811186	-0.098681369	1.024246183	0.919376189
0.830584789	1.069528376	0.972011156	-0.09751722	1.024444199	0.919578113
0.832786214	1.068565907	0.972199887	-0.09636602	1.024631082	0.919768692
0.83498764	1.067605142	0.972377387	-0.095227755	1.024806839	0.919947934
0.837189065	1.066646074	0.972543666	-0.094102408	1.024971481	0.920115851
0.83939049	1.065688696	0.972698736	-0.09298996	1.025125017	0.920272456
0.841591915	1.064733002	0.97284261	-0.091890392	1.025267458	0.920417761
0.843793341	1.063778984	0.972975299	-0.090803686	1.025398816	0.920551781
0.845994766	1.062826638	0.973096818	-0.08972982	1.025519105	0.920674531
0.848196191	1.061875955	0.973207181	-0.088668774	1.025628336	0.920786026
0.850397616	1.060926929	0.973306405	-0.087620525	1.025726524	0.920886285
0.852599041	1.059979555	0.973394506	-0.08658505	1.025813685	0.920975326
0.854800467	1.059033825	0.973471501	-0.085562325	1.025889834	0.921053167
0.857001892	1.058089734	0.973537408	-0.084552325	1.025954988	0.921119829
0.859203317	1.057147274	0.973592248	-0.083555026	1.026009165	0.921175332
0.861404742	1.056206441	0.97363604	-0.0825704	1.026052382	0.921219699
0.863606168	1.055267226	0.973668806	-0.081598421	1.026084659	0.921252953
0.865807593	1.054329625	0.973690566	-0.080639059	1.026106015	0.921275117
0.868009018	1.053393632	0.973701344	-0.079692288	1.026116472	0.921286216
0.870210443	1.052459239	0.973701163	-0.078758076	1.02611605	0.921286276
0.872411869	1.051526441	0.973690048	-0.077836393	1.026104773	0.921275323
0.874613294	1.050595232	0.973668024	-0.076927208	1.026082662	0.921253385
0.876814719	1.049665606	0.973635116	-0.07603049	1.026049743	0.92122049
0.879016144	1.048737557	0.973591353	-0.075146204	1.026006038	0.921176668
0.881217569	1.047811079	0.973536761	-0.074274318	1.025951575	0.921121948
0.883418995	1.046886167	0.97347137	-0.073414797	1.025886379	0.921056361
0.88562042	1.045962813	0.973395208	-0.072567605	1.025810476	0.920979939
0.887821845	1.045041013	0.973308306	-0.071732708	1.025723896	0.920892715
0.89002327	1.044120761	0.973210694	-0.070910067	1.025626665	0.920794723
0.892224696	1.043202051	0.973102405	-0.070099646	1.025518814	0.920685995
0.894426121	1.042284877	0.97298347	-0.069301407	1.025400372	0.920566568
0.896627546	1.041369234	0.972853924	-0.06851531	1.025271371	0.920436478
0.898828971	1.040455116	0.9727138	-0.067741315	1.025131841	0.92029576
0.901030397	1.039542517	0.972563134	-0.066979383	1.024981815	0.920144452
0.903231822	1.038631432	0.97240196	-0.066229472	1.024821326	0.919982593
0.905433247	1.037721855	0.972230315	-0.06549154	1.024650408	0.919810222
0.907634672	1.036813781	0.972048237	-0.064765545	1.024469095	0.919627378
0.909836097	1.035907205	0.971855762	-0.064051442	1.024277423	0.919434102
0.912037523	1.03500212	0.971652931	-0.063349189	1.024075427	0.919230434
0.914238948	1.034098522	0.971439781	-0.062658741	1.023863145	0.919016418
0.916440373	1.033196405	0.971216354	-0.061980051	1.023640613	0.918792095
0.918641798	1.032295764	0.970982689	-0.061313075	1.02340787	0.918557509
0.920843224	1.031396594	0.970738829	-0.060657765	1.023164954	0.918312704
0.923044649	1.030498888	0.970484815	-0.060014073	1.022911906	0.918057724
0.925246074	1.029602643	0.97022069	-0.059381953	1.022648765	0.917792616
0.927447499	1.028707852	0.969946498	-0.058761354	1.022375572	0.917517424
0.929648924	1.027814511	0.969662283	-0.058152228	1.02209237	0.917232197
0.93185035	1.026922615	0.96936809	-0.057554524	1.0217992	0.916936981
0.934051775	1.026032158	0.969063965	-0.056968193	1.021496105	0.916631824
0.9362532	1.025143135	0.968749953	-0.056393182	1.02118313	0.916316776
0.938454625	1.024255541	0.968426102	-0.05582944	1.020860318	0.915991885
0.940656051	1.023369372	0.968092458	-0.055276913	1.020527715	0.915657201
0.942857476	1.022484621	0.967749071	-0.05473555	1.020185367	0.915312775
0.945058901	1.021601285	0.967395989	-0.054205297	1.019833319	0.914958658
0.947260326	1.020719359	0.96703326	-0.053686098	1.01947162	0.914594901
0.949461752	1.019838836	0.966660937	-0.0531779	1.019100315	0.914221558
0.951663177	1.018959713	0.966279068	-0.052680646	1.018719455	0.91383868
0.953864602	1.018081985	0.965887705	-0.052194281	1.018329088	0.913446322
0.956066027	1.017205647	0.9654869	-0.051718747	1.017929263	0.913044536
0.958267452	1.016330693	0.965076705	-0.051253989	1.01752003	0.912633379
0.960468878	1.01545712	0.964657173	-0.050799947	1.017101442	0.912212904
0.962670303	1.014584923	0.964228358	-0.050356565	1.016673548	0.911783168
0.964871728	1.013714096	0.963790313	-0.049923782	1.016236401	0.911344225
0.967073153	1.012844635	0.963343095	-0.04950154	1.015790055	0.910896134
0.969274579	1.011976536	0.962886756	-0.04908978	1.015334561	0.910438951
0.971476004	1.011109793	0.962421354	-0.048688439	1.014869974	0.909972734
0.973677429	1.010244403	0.961946944	-0.048297459	1.014396348	0.90949754
0.975878854	1.00938036	0.961463583	-0.047916777	1.013913738	0.909013429
0.97808028	1.00851766	0.960971329	-0.047546331	1.013422201	0.908520458
0.980281705	1.007656299	0.96047024	-0.04718606	1.012921791	0.908018689
0.98248313	1.006796272	0.959960372	-0.0468359	1.012412565	0.907508179
0.984684555	1.005937575	0.959441786	-0.046495788	1.011894581	0.906988991
0.98688598	1.005080202	0.958914541	-0.046165662	1.011367897	0.906461184
0.989087406	1.00422415	0.958378695	-0.045845455	1.010832571	0.90592482
0.991288831	1.003369415	0.95783431	-0.045535104	1.010288661	0.90537996
0.993490256	1.002515991	0.957281446	-0.045234545	1.009736226	0.904826666
0.995691681	1.001663875	0.956720165	-0.04494371	1.009175328	0.904265001
0.997893107	1.000813062	0.956150526	-0.044662535	1.008606025	0.903695028
1.000094532	0.999963547	0.955572594	-0.044390954	1.008028379	0.903116808
1.002295957	0.999115328	0.954986429	-0.044128899	1.007442451	0.902530407
1.004497382	0.998268399	0.954392095	-0.043876304	1.006848303	0.901935887
1.006698807	0.997422755	0.953789655	-0.0436331	1.006245996	0.901333314
1.008900233	0.996578394	0.953179172	-0.043399221	1.005635594	0.900722751
1.011101658	0.99573531	0.952560711	-0.043174599	1.00501716	0.900104263
1.013303083	0.9948935	0.951934336	-0.042959163	1.004390757	0.899477916
1.015504508	0.994052959	0.951300112	-0.042752847	1.003756449	0.898843775
1.017705934	0.993213683	0.950658103	-0.04255558	1.003114301	0.898201905
1.019907359	0.992375669	0.950008376	-0.042367293	1.002464378	0.897552374
1.022108784	0.991538911	0.949350996	-0.042187915	1.001806744	0.896895247
1.024310209	0.990703407	0.948686029	-0.042017378	1.001141466	0.896230591
1.026511635	0.989869151	0.948013541	-0.04185561	1.000468609	0.895558473
1.02871306	0.98903614	0.9473336	-0.04170254	0.99978824	0.894878961
1.030914485	0.98820437	0.946646273	-0.041558097	0.999100426	0.894192121
1.03311591	0.987373837	0.945951628	-0.04142221	0.998405233	0.893498022
1.035317335	0.986544538	0.945249731	-0.041294807	0.99770273	0.892796731
1.037518761	0.985716467	0.944540651	-0.041175816	0.996992984	0.892088317
1.039720186	0.984889621	0.943824456	-0.041065165	0.996276063	0.891372849
1.041921611	0.984063997	0.943101215	-0.040962782	0.995552036	0.890650394
1.044123036	0.98323959	0.942370997	-0.040868593	0.994820972	0.889921022
1.046324462	0.982416397	0.941633871	-0.040782526	0.99408294	0.889184802
1.048525887	0.981594413	0.940889906	-0.040704507	0.993338009	0.888441803
1.050727312	0.980773635	0.940139172	-0.040634463	0.99258625	0.887692094
1.052928737	0.97995406	0.939381739	-0.040572321	0.991827731	0.886935746
1.055130163	0.979135682	0.938617677	-0.040518006	0.991062524	0.886172829
1.057331588	0.9783185	0.937847055	-0.040471444	0.9902907	0.885403411
1.059533013	0.977502508	0.937069946	-0.040432562	0.989512328	0.884627564
1.061734438	0.976687704	0.936286419	-0.040401285	0.98872748	0.883845358
1.063935863	0.975874083	0.935496545	-0.040377538	0.987936227	0.883056862
1.066137289	0.975061641	0.934700395	-0.040361246	0.987138642	0.882262149
1.068338714	0.974250376	0.933898042	-0.040352335	0.986334795	0.881461288
1.070540139	0.973440284	0.933089555	-0.040350729	0.985524759	0.880654351
1.072741564	0.97263136	0.932275007	-0.040356353	0.984708606	0.879841408
1.07494299	0.971823602	0.931454469	-0.040369133	0.983886408	0.87902253
1.077144415	0.971017005	0.930628014	-0.040388991	0.983058238	0.878197789
1.07934584	0.970211567	0.929795713	-0.040415854	0.982224169	0.877367256
1.081547265	0.969407283	0.928957638	-0.040449645	0.981384273	0.876531003
1.08374869	0.96860415	0.928113862	-0.040490288	0.980538624	0.875689101
1.085950116	0.967802165	0.927264457	-0.040537708	0.979687294	0.87484162
1.088151541	0.967001324	0.926409496	-0.040591828	0.978830358	0.873988634
1.090352966	0.966201624	0.925549051	-0.040652573	0.977967889	0.873130214
1.092554391	0.965403061	0.924683195	-0.040719866	0.977099959	0.872266431
1.094755817	0.964605632	0.923812	-0.040793631	0.976226644	0.871397357
1.096957242	0.963809333	0.92293554	-0.040873793	0.975348016	0.870523064
1.099158667	0.963014161	0.922053887	-0.040960274	0.97446415	0.869643624
1.101360092	0.962220113	0.921167114	-0.041052998	0.97357512	0.868759109
1.103561518	0.961427184	0.920275295	-0.04115189	0.972681	0.86786959
1.105762943	0.960635373	0.919378501	-0.041256872	0.971781863	0.86697514
1.107964368	0.959844675	0.918476807	-0.041367868	0.970877784	0.86607583
1.110165793	0.959055087	0.917570285	-0.041484802	0.969968838	0.865171733
1.112367218	0.958266607	0.916659008	-0.041607598	0.969055098	0.864262919
1.114568644	0.957479229	0.91574305	-0.041736179	0.968136638	0.863349462
1.116770069	0.956692953	0.914822483	-0.041870469	0.967213534	0.862431433
1.118971494	0.955907773	0.913897381	-0.042010392	0.966285859	0.861508903
1.121172919	0.955123687	0.912967817	-0.04215587	0.965353688	0.860581946
1.123374345	0.954340692	0.912033863	-0.042306829	0.964417094	0.859650631
1.12557577	0.953558784	0.911095593	-0.042463191	0.963476153	0.858715032
1.127777195	0.95277796	0.910153079	-0.042624881	0.962530939	0.85777522
1.12997862	0.951998218	0.909206395	-0.042791823	0.961581525	0.856831266
1.132180046	0.951219553	0.908255614	-0.04296394	0.960627986	0.855883241
1.134381471	0.950441963	0.907300807	-0.043141156	0.959670395	0.854931219
1.136582896	0.949665445	0.906342049	-0.043323396	0.958708828	0.853975269
1.138784321	0.948889995	0.905379411	-0.043510584	0.957743358	0.853015463
1.140985746	0.948115611	0.904412966	-0.043702645	0.956774059	0.852051873
1.143187172	0.947342289	0.903442787	-0.043899502	0.955801004	0.85108457
1.145388597	0.946570027	0.902468946	-0.044101081	0.954824268	0.850113623
1.147590022	0.94579882	0.901491515	-0.044307305	0.953843924	0.849139106
1.149791447	0.945028667	0.900510566	-0.0445181	0.952860045	0.848161087
1.151992873	0.944259564	0.899526172	-0.044733392	0.951872706	0.847179639
1.154194298	0.943491508	0.898538405	-0.044953103	0.950881978	0.846194831
1.156395723	0.942724496	0.897547335	-0.045177161	0.949887936	0.845206734
1.158597148	0.941958526	0.896553035	-0.045405491	0.948890651	0.844215419
1.160798573	0.941193593	0.895555576	-0.045638017	0.947890198	0.843220954
1.162999999	0.940429696	0.89455503	-0.045874666	0.946886648	0.842223412
1.165201424	0.939666832	0.893551467	-0.046115364	0.945880075	0.84122286
1.167402849	0.938904996	0.892544959	-0.046360037	0.944870549	0.840219369
1.169604274	0.938144188	0.891535577	-0.046608611	0.943858144	0.839213009
1.1718057	0.937384402	0.89052339	-0.046861012	0.942842932	0.838203849
1.174007125	0.936625638	0.88950847	-0.047117168	0.941824983	0.837191957
1.17620855	0.935867891	0.888490887	-0.047377004	0.94080437	0.836177404
1.178409975	0.935111159	0.88747071	-0.047640449	0.939781164	0.835160257
1.180611401	0.93435544	0.88644801	-0.04790743	0.938755435	0.834140586
1.182812826	0.93360073	0.885422856	-0.048177873	0.937727255	0.833118458
1.185014251	0.932847026	0.884395318	-0.048451708	0.936696694	0.832093942
1.187215676	0.932094326	0.883365464	-0.048728862	0.935663822	0.831067105
1.189417101	0.931342627	0.882333364	-0.049009263	0.93462871	0.830038017
1.191618527	0.930591926	0.881299085	-0.04929284	0.933591428	0.829006743
1.193819952	0.92984222	0.880262698	-0.049579522	0.932552044	0.827973352
1.196021377	0.929093507	0.879224269	-0.049869238	0.931510628	0.82693791
1.198222802	0.928345784	0.878183867	-0.050161917	0.930467249	0.825900485
1.200424228	0.927599048	0.877141559	-0.050457489	0.929421976	0.824861142
1.202625653	0.926853297	0.876097413	-0.050755884	0.928374877	0.823819949
1.204827078	0.926108527	0.875051495	-0.051057032	0.927326019	0.82277697
1.207028503	0.925364736	0.874003873	-0.051360863	0.926275472	0.821732273
1.209229929	0.924621922	0.872954612	-0.051667309	0.925223302	0.820685922
