 TITLE = "Density VS Temperature for Oxygen" 

 VARIABLES =  T	rho_NIST_0.1Mpa	rho_Soave_0.1Mpa	rho_new_0.1Mpa	rho_NIST_1Mpa	rho_Soave_1Mpa	rho_new_1Mpa	rho_NIST_5Mpa	rho_Soave_5Mpa	rho_new_5Mpa	rho_NIST_7Mpa	rho_Soave_7Mpa	rho_new_7Mpa	rho_NIST_8Mpa	rho_Soave_8Mpa	rho_new_8Mpa	rho_NIST_10Mpa	rho_Soave_10Mpa	rho_new_10Mpa
515	1.02845365	1.028515007	1.028483587	10.34352957	10.35033239	10.34714804	52.9681638	53.07733164	52.99399491	74.96875373	75.1134602	74.94783709	86.12172522	86.2644193	86.04710314	108.6973974	108.7758528	108.4348217
520	1.018534781	1.018590342	1.018562536	10.24105219	10.24728157	10.24446645	52.38036463	52.47797605	52.40463273	74.0919619	74.21768901	74.07221954	85.0889417	85.20946957	85.01877413	107.3305338	107.3830165	107.0842613
525	1.008805977	1.008856063	1.008831678	10.14064422	10.14633241	10.14386624	51.80714323	51.89392711	51.82994952	73.23890004	73.34690284	73.22025136	84.08525205	84.18511023	84.01922899	106.0050889	106.0334147	105.7739462
530	0.999261806	0.999306722	0.999285574	10.04224152	10.04741909	10.04528236	51.24790223	51.32454293	51.26933796	72.40848888	72.49994235	72.39085528	83.10927147	83.18986003	83.04710264	104.7189286	104.7247982	104.5018343
535	0.989897043	0.989937078	0.989918989	9.945782646	9.950478579	9.948652653	50.70207924	50.7692196	50.72222848	71.59971948	71.6757242	71.58302789	82.1597095	82.22233897	82.10112726	103.4700755	103.4550825	103.2660383
540	0.98070666	0.980742087	0.980726888	9.851208753	9.855450504	9.853917634	50.16914423	50.22738826	50.18808593	70.81164723	70.87323461	70.79583246	81.23536172	81.28125943	81.18012261	102.2566943	102.2223323	102.0648097
545	0.971685813	0.971716895	0.971704423	9.758463414	9.762277006	9.761020312	49.64859704	49.69851249	49.66640587	70.0433866	70.09152363	70.02839127	80.33510226	80.36541816	80.28298562	101.0770783	101.0247477	100.8965215
550	0.96282984	0.962856823	0.962846925	9.667492512	9.670902606	9.66990602	49.13996523	49.18208594	49.15671131	69.29410626	69.32969993	69.27987899	79.45787719	79.47368923	79.4086816	99.92963826	99.86065249	99.75965399
555	0.954134246	0.954157366	0.954149893	9.578244115	9.581274079	9.580522285	48.64280206	48.67763009	48.65855053	68.5630248	68.58692619	68.54951803	78.60269857	78.60501757	78.55623792	98.81289143	98.72848286	98.65278418
560	0.945594701	0.945614181	0.945608992	9.490668362	9.493340342	9.492818721	48.15668464	48.18469238	48.17149551	67.84940682	67.86241484	67.8365754	77.76863904	77.75841331	77.72473974	97.72545271	97.62677785	97.57457884
565	0.937207029	0.937223081	0.93722004	9.40471736	9.40705234	9.406746942	47.68121231	47.70284429	47.69514083	67.15255944	67.15542426	67.1403603	76.95482706	76.93294652	76.91332686	96.66602622	96.55417071	96.52378906
570	0.928967202	0.928980026	0.928979006	9.32034508	9.322362947	9.322260483	47.21600508	47.23167975	47.22910253	66.47182905	66.46525532	66.46022181	76.16044249	76.12774258	76.12119045	95.63339786	95.50938106	95.49924495
575	0.920871333	0.920881122	0.920881997	9.237507271	9.239226867	9.239314697	46.76070225	46.77081361	46.7730167	65.80659842	65.79124829	65.79554607	75.38471268	75.34197794	75.34756939	94.62642865	94.49120789	94.49984966
580	0.912915673	0.912922606	0.912925261	9.156161365	9.157600547	9.157866664	46.31496114	46.31988024	46.32653793	65.15628411	65.13277989	65.14575319	74.62690889	74.57487626	74.5917461	93.64404869	93.49852323	93.52457269
585	0.9050966	0.90510085	0.905105172	9.076266401	9.07744209	9.077875086	45.87845591	45.87853226	45.88933777	64.52033401	64.48926077	64.51029411	73.88634304	73.82570494	73.85304247	92.68525179	92.5302665	92.57244336
590	0.897410618	0.897412348	0.897418231	8.997782945	8.998711175	8.999300202	45.45087646	45.44643937	45.46110333	63.89822516	63.86013309	63.88864792	73.16236478	73.09377196	73.1308163	91.7490905	91.58543926	91.64254525
595	0.889854348	0.889853712	0.889861055	8.920673018	8.921368983	8.92210371	45.03192748	45.02328726	45.04153625	63.28946177	63.24486836	63.2803199	72.45435876	72.37842295	72.42445871	90.8346717	90.66310058	90.73401206
600	0.882424525	0.882421671	0.882430377	8.844900027	8.845378125	8.846248709	44.62132748	44.6087766	44.63035215	62.69357335	62.64296544	62.68484028	71.76174223	71.67903856	71.73339252	89.94115255	89.76236278	89.84602499
605	0.875117995	0.875113062	0.875123037	8.770428702	8.770702577	8.771699653	44.21880799	44.20262214	44.22728012	62.11011303	62.05394872	62.10176343	71.08396275	70.99503207	71.05707118	89.0677368	88.88238754	88.97781106
610	0.867931707	0.867924826	0.867935984	8.697225034	8.697307614	8.698422301	43.82411275	43.80455183	43.83206227	61.53865605	61.47736645	61.53066692	70.42049617	70.32584716	70.3949775	88.21367151	88.02238238	88.12864105
615	0.860862708	0.860854006	0.860866263	8.625256217	8.625159754	8.626383653	43.43699698	43.41430606	43.44445288	60.97879829	60.91278918	60.97114988	69.7708447	69.67095585	69.74662157	87.37824392	87.18159743	87.29782629
620	0.853908146	0.85389774	0.853911017	8.554490597	8.554226698	8.555551872	43.05722674	43.03163691	43.06421717	60.43015497	60.35980835	60.42283065	69.13453523	69.02985669	69.11153768	86.56077872	86.3593225	86.48471384
625	0.847065255	0.84705326	0.847067483	8.484897616	8.48447728	8.485896207	42.68457826	42.65630747	42.69112992	59.8923595	59.81803497	59.88534415	68.51111773	68.40207301	68.48928089	85.76063547	85.55488436	85.68868126
630	0.840331364	0.840317885	0.840332982	8.416447766	8.415881416	8.417386916	42.31883742	42.28809121	42.32497447	59.36506225	59.28709843	59.35833996	67.90016376	67.78715135	67.87942457	84.97720627	84.76764426	84.90913279
635	0.833703881	0.83368902	0.833704924	8.349112545	8.348410056	8.349995242	41.95979914	41.9267714	41.96554248	58.84792966	58.76664536	58.84148195	67.30126514	67.18466	67.28155994	84.2099136	83.9969957	84.14549869
640	0.8271803	0.827164153	0.827180797	8.282864412	8.282035139	8.283693413	41.60726694	41.57214056	41.61263463	58.34064315	58.25633859	58.33444961	66.71403269	66.59418764	66.69529777	83.45820837	83.24236228	83.39723779
645	0.820758191	0.820740849	0.820758171	8.217676744	8.216729552	8.218454655	41.26105245	41.22399993	41.2660615	57.84289833	57.75585623	57.83693981	66.13809508	66.01534215	66.12027065	82.7215681	82.50319582	82.66384107
650	0.8144352	0.81441675	0.814434691	8.153523799	8.152467085	8.154253179	40.92097496	40.88215903	40.92564366	57.35440415	57.26489073	57.34866704	65.5730978	65.44774938	65.55613341	81.99949522	81.77897453	81.94483216
655	0.808209046	0.808189569	0.808208075	8.090380679	8.089222398	8.091064099	40.58686105	40.54643522	40.59121032	56.87488213	56.78314808	56.86936075	65.01870209	64.89105215	65.00255955	81.29151554	81.06920146	81.23976198
660	0.802077516	0.80205709	0.802076111	8.028223297	8.026970984	8.028863299	40.25854415	40.21665323	40.26259644	56.40406567	56.31034704	56.39875988	64.47458411	64.34490922	64.45923424	80.59717682	80.37340287	80.54819804
665	0.796038465	0.796017165	0.796036653	7.967028338	7.965689131	7.967627294	39.93586426	39.89264482	39.93963986	55.94169935	55.84621841	55.93660738	63.94043405	63.8089944	63.92584722	79.91604747	79.69112693	79.86971353
670	0.790089814	0.790067708	0.790087616	7.906773232	7.905353891	7.907333171	39.61866755	39.57424843	39.62218032	55.48753838	55.3905044	55.48264839	63.4159553	63.28299567	63.40209054	79.24771529	79.02194236	79.20388398
675	0.784229543	0.784206698	0.784226978	7.847436124	7.84594305	7.847958666	39.30680608	39.26130879	39.31006186	55.04134798	54.94295795	55.03663486	62.9008638	62.7666144	62.88766444	78.59178635	78.36543723	78.55029627
680	0.778455695	0.778432173	0.778452777	7.788995844	7.787435098	7.789482351	39.00013751	38.95367665	39.00313759	54.60290285	54.50334221	54.5983348	62.39488727	62.2595646	62.38228942	77.94788396	77.72121787	77.90856712
685	0.772766367	0.772742228	0.772763114	7.731431878	7.7298092	7.731883785	38.69852481	38.65120843	38.70127394	54.1719867	54.07142995	54.16754051	61.89776464	61.76157223	61.88571682	77.31564764	77.0889078	77.27835925
690	0.767159715	0.767135015	0.767156146	7.674724346	7.67304517	7.675143503	38.40183603	38.35376601	38.40435046	53.74839173	53.64700311	53.74406812	61.40924537	61.27237457	61.39772826	76.69473227	76.46814676	76.65938046
695	0.761633947	0.761608738	0.761630086	7.618853976	7.617123443	7.619242716	38.109944	38.06121638	38.11225311	53.33191827	53.22985225	53.32774477	60.929089	60.7917196	60.91811906	76.08480719	75.85858986	76.05135834
700	0.756187321	0.756161655	0.756183194	7.563802077	7.562025056	7.564162856	37.82272616	37.77343148	37.8248636	52.92237427	52.81977617	52.91838815	60.45706452	60.31936546	60.44667182	75.48555544	75.25990665	75.45399997
705	0.750818147	0.750792071	0.750813775	7.509550524	7.507731619	7.509885235	37.54006434	37.4902879	37.54205139	52.51957503	52.41658148	52.51579127	59.99294995	59.85507988	59.98313676	74.89667302	74.67178041	74.86696205
710	0.745524782	0.745498341	0.745520174	7.456081729	7.454225298	7.456391111	37.26184451	37.21166669	37.26367587	52.12334274	52.02008218	52.11972671	59.53653187	59.39863973	59.52723734	74.31786817	74.0939074	74.28985946
715	0.740305629	0.740278866	0.740300781	7.403378625	7.40148879	7.403662291	36.98795664	36.93745314	36.98960114	51.7335062	51.63009932	51.72997499	59.08760496	58.94983055	59.07870681	73.74886078	73.52599616	73.72232122
720	0.735159136	0.735132091	0.735154043	7.351424646	7.349505304	7.35168198	36.71829448	36.66753661	36.71971659	51.34990048	51.24646067	51.3463641	58.64597166	58.5084461	58.63733933	73.18938174	72.96776687	73.16406835
725	0.730083794	0.730056506	0.730078463	7.300203707	7.298258545	7.300435277	36.45275545	36.40181031	36.4539492	50.97236664	50.86900035	50.96879304	58.2114417	58.07428795	58.20302025	72.63917242	72.41895076	72.61495992
730	0.725078135	0.725050639	0.725072595	7.249700189	7.247732689	7.249908773	36.19124039	36.14017115	36.19225383	50.6007514	50.49755856	50.59721305	57.78383186	57.64716512	57.77570193	72.09798409	71.87928955	72.07495616
735	0.720140732	0.720113063	0.72013503	7.19989892	7.197912374	7.200089145	35.93365349	35.88251957	35.9345798	50.23490695	50.13198131	50.23156365	57.36296552	57.22689372	57.35532113	71.56557746	71.34853493	71.54399246
740	0.715270197	0.715242387	0.715264378	7.150785157	7.148782676	7.15096144	35.6799021	35.62875938	35.68083012	49.87469063	49.77212008	49.87169475	56.94867244	56.81329656	56.94169854	71.04172222	70.82644802	71.02182652
745	0.710465178	0.710437257	0.710459256	7.102344575	7.100329096	7.102508283	35.42989662	35.37879762	35.43084277	49.51996474	49.41783165	49.51733083	56.5407884	56.40620292	56.53449273	70.52619658	70.31279896	70.5079684
750	0.70572436	0.705696358	0.705718303	7.054563251	7.052537547	7.054710991	35.18355034	35.1325444	35.18441804	49.1705963	49.06897781	49.16812353	56.13915495	56.00544817	56.13326802	70.01878685	69.80736645	70.00178414
755	0.701046464	0.701018407	0.701040202	7.007427645	7.005394334	7.007552574	34.94077935	34.88991282	34.9413904	48.82645683	48.72542513	48.82378925	55.74361917	55.61087352	55.73767201	69.51928711	69.30993734	69.50276608
760	0.696430243	0.696402157	0.69642372	6.960924595	6.958886146	6.961021069	34.7015024	34.65081878	34.70170834	48.48742217	48.38704477	48.48426169	55.35403335	55.22232577	55.34763229	69.02749879	68.82030624	69.01083213
765	0.691874484	0.691846393	0.691867716	6.915041295	6.913000038	6.915110793	34.46564082	34.4151809	34.46546417	48.15337228	48.05371227	48.14974862	54.97025483	54.83965702	54.96342947	68.54323033	68.33827516	68.5264366
770	0.687378006	0.687349933	0.687371112	6.86976529	6.867723419	6.869819612	34.23311837	34.18292039	34.2328285	47.82419108	47.72530734	47.82060644	54.59214574	54.46272445	54.58553527	68.0662969	67.86365315	68.05032335
775	0.682939657	0.682911623	0.682932826	6.82508446	6.823044044	6.825142307	34.00386119	33.95396097	34.0038922	47.49976626	47.4017137	47.49703794	54.21957279	54.09139012	54.2142229	67.59652006	67.39625602	67.58293312
780	0.678558317	0.678530342	0.678551694	6.780987009	6.778949996	6.781062699	33.77779768	33.72822875	33.7784791	47.17998911	47.08281891	47.17873481	53.8524071	53.7255207	53.84910629	67.13372746	66.93590597	67.12370304
785	0.674232892	0.674204996	0.674226414	6.737461455	6.735429678	6.737548714	33.55485839	33.5056521	33.55602924	46.86475442	46.76851418	46.86465498	53.49052397	53.36498732	53.48885335	66.67775262	66.48243138	66.67063118
790	0.669962317	0.669934518	0.669955566	6.69449662	6.692471804	6.694553928	33.33497598	33.28616164	33.33563655	46.55396027	46.45869427	46.55309528	53.13380274	53.00966535	53.13128	66.22843462	66.03566644	66.22042036
795	0.665745555	0.665717869	0.665737695	6.652081617	6.650065384	6.652026308	33.11808512	33.06969006	33.11625843	46.24750797	46.15325726	46.24209251	52.78212659	52.65943425	52.77386753	65.78561789	65.59545099	65.76926613
800	0.661581594	0.661554037	0.661571446	6.610205845	6.608199718	6.609921307	32.9041224	32.85617213	32.89702878	45.94530185	45.85210449	45.93002246	52.43538243	52.31417736	52.4145353	65.34915196	65.16163021	65.31403346
