 TITLE = "Density VS Temperature for Oxygen" 

 VARIABLES =  T	rho_NIST_0.1Mpa	rho_Soave_0.1Mpa	rho_new_0.1Mpa	rho_NIST_1Mpa	rho_Soave_1Mpa	rho_new_1Mpa	rho_NIST_5Mpa	rho_Soave_5Mpa	rho_new_5Mpa	rho_NIST_7Mpa	rho_Soave_7Mpa	rho_new_7Mpa	rho_NIST_8Mpa	rho_Soave_8Mpa	rho_new_8Mpa	rho_NIST_10Mpa	rho_Soave_10Mpa	rho_new_10Mpa
480	1.1037	1.106752934	1.105966324	11.125	11.22657339	11.14727491	57.55	59.80883575	57.66782497	81.88	86.38565627	82.05190514	94.307	100.2482489	94.50219783	119.65	129.0857581	119.9020388
490	1.0811	1.084068954	1.08331371	10.889	10.98740943	10.91143852	56.15	58.29882455	56.26115325	79.752	84.01856765	79.91570295	91.778	97.39043593	91.96510355	116.24	125.1179061	116.4796805
500	1.0594	1.062298612	1.061573239	10.664	10.75848748	10.68569629	54.826	56.87223681	54.93346445	77.754	81.79808217	77.91036116	89.41	94.71927493	89.58928908	113.07	121.4355859	113.2958689
510	1.0386	1.041387659	1.040690413	10.448	10.53914763	10.46935751	53.571	55.52173185	53.67757948	75.87	79.70954099	76.02372548	87.185	92.21500656	87.35940996	110.11	118.0053936	110.3257977
520	1.0185	1.021286067	1.020615473	10.241	10.3287867	10.26182698	52.38	54.24085921	52.48631199	74.092	77.74030977	74.24365275	85.089	89.86075827	85.26053344	107.33	114.7992944	107.5456326
530	0.99926	1.001947626	1.001302713	10.042	10.12685213	10.0625853	51.248	53.02392181	51.35316756	72.408	75.87942538	72.55883359	83.109	87.64201272	83.2787267	104.72	111.7935416	104.9332041
540	0.98071	0.983329588	0.982709776	9.8512	9.932836691	9.871159524	50.169	51.86586449	50.27282112	70.812	74.11731632	70.959661	81.235	85.54619284	81.40195399	102.26	108.9678533	102.4693055
550	0.96283	0.965392344	0.964797122	9.6675	9.746273875	9.687099273	49.14	50.76218222	49.24116865	69.294	72.4455791	69.43855496	79.458	83.56233418	79.6205035	99.93	106.3047768	100.1384496
560	0.94559	0.948099144	0.947527745	9.4907	9.566733783	9.509967667	48.157	49.70884422	48.25502015	67.849	70.85679769	67.98963983	77.769	81.68082338	77.92670974	97.725	103.7891919	97.92862979
570	0.92897	0.931415842	0.930867111	9.3203	9.393819562	9.339347059	47.216	48.7022306	47.31165659	66.472	69.3443964	66.60805643	76.16	79.89318745	76.31422221	95.633	101.4079177	95.83032149
580	0.91292	0.915310668	0.914783167	9.1562	9.227164233	9.17485197	46.315	47.73907921	46.4084746	65.156	67.90251916	65.28931108	74.627	78.19192238	74.77726503	93.644	99.1493988	93.83531128
590	0.89741	0.899754025	0.899246301	8.9978	9.066427888	9.016139183	45.451	46.81644074	45.54283529	63.898	66.52592956	64.02893767	73.162	76.5703527	73.31022462	91.749	97.0034521	91.93587735
600	0.88242	0.884718307	0.884229159	8.8449	8.911295201	8.862908381	44.621	45.93164071	44.71210452	62.694	65.20992762	62.82251487	71.762	75.02251544	71.90763985	89.941	94.96106061	90.12452746
610	0.86793	0.870177732	0.86970635	8.6972	8.761473213	8.714892942	43.824	45.08224689	43.9137893	61.539	63.95027999	61.66589158	70.42	73.54306364	70.56443907	88.214	93.01420452	88.39416729
620	0.85391	0.856108196	0.855654108	8.5545	8.616689352	8.571845925	43.057	44.26604149	43.14566394	60.43	62.74316115	60.55541383	69.135	72.12718554	69.2761846	86.561	91.15572154	86.73840432
630	0.84033	0.842487136	0.842050014	8.4164	8.476689669	8.433528129	42.319	43.48099714	42.40582142	59.365	61.58510344	59.48800979	67.9	70.7705366	68.03915209	84.977	89.37919072	85.15172601
640	0.82718	0.829293411	0.82887284	8.2829	8.341237248	8.299703007	41.607	42.72525616	41.6926426	58.341	60.47295456	58.46110732	66.714	69.46918182	66.85021327	83.458	87.67883516	83.62945035
650	0.81444	0.81650719	0.816102515	8.1535	8.210110786	8.170139095	40.921	41.9971125	41.00471599	57.354	59.4038411	57.47245557	65.573	68.21954671	65.70661009	81.999	86.04944004	82.16750966
660	0.80208	0.804109851	0.803720154	8.0282	8.083103308	8.044616757	40.259	41.29499605	40.3407511	56.404	58.37513717	56.5199534	64.475	67.01837532	64.60574802	80.597	84.48628326	80.76220683
670	0.79009	0.792083892	0.791708094	7.9068	7.960021014	7.922934644	39.619	40.61745891	39.69951582	55.488	57.38443731	55.60155568	63.416	65.86269413	63.54509552	79.248	82.98507629	79.41005996
680	0.77846	0.780412848	0.780049871	7.789	7.840682232	7.804912329	39	39.96316329	39.07980791	54.603	56.42953299	54.71526984	62.395	64.74978095	62.52219921	77.948	81.54191367	78.10776871
690	0.76716	0.769081214	0.768730136	7.6747	7.724916475	7.690388306	38.402	39.33087089	38.48045542	53.748	55.50839205	53.8592066	61.409	63.67713786	61.53476206	76.695	80.15322948	76.85225871
700	0.75619	0.758074377	0.757734512	7.5638	7.61256358	7.579215005	37.823	38.71943353	37.9003354	52.922	54.61914084	53.03163475	60.457	62.64246774	60.58071421	75.486	78.81575989	75.64073154
710	0.74552	0.74737855	0.747049451	7.4561	7.50347293	7.471253597	37.262	38.12778482	37.33840035	52.123	53.7600485	52.23100514	59.537	61.64365374	59.65823146	74.318	77.5265106	74.47067086
720	0.73516	0.736980719	0.736662115	7.3514	7.397502749	7.366370706	36.718	37.55493276	36.79370349	51.35	52.92951312	51.45593788	58.646	60.6787413	58.76569897	73.189	76.28272854	73.33980212
730	0.72508	0.726868585	0.726560294	7.2497	7.294519451	7.264437524	36.191	36.99995317	36.26541438	50.601	52.12604951	50.70518748	57.784	59.74592229	57.90164947	72.098	75.08187719	72.24603832
740	0.71527	0.717030519	0.716732368	7.1508	7.194397052	7.16533031	35.68	36.46198383	35.752816	49.875	51.34827841	49.97760556	56.949	58.84352111	57.06471023	71.042	73.92161491	71.18744682
750	0.70572	0.707455515	0.707167277	7.0546	7.097016632	7.068930647	35.184	35.94021918	35.25527779	49.171	50.59491688	49.27211086	56.139	57.9699823	56.25357545	70.019	72.79977588	70.1622466
760	0.69643	0.698133148	0.697854497	6.9609	7.002265842	6.975124407	34.702	35.43390561	34.77220597	48.487	49.86476976	48.58766387	55.354	57.12385959	55.46699603	69.027	71.71435335	69.16881301
770	0.68738	0.68905354	0.68878401	6.8698	6.910038452	6.883799551	34.233	34.94233723	34.30298197	47.824	49.15672201	47.92323701	54.592	56.30380616	54.70376466	68.066	70.66348473	68.20565139
780	0.67856	0.680207318	0.679946267	6.781	6.820233933	6.794843941	33.778	34.46485203	33.84690747	47.18	48.46973192	47.27777596	53.852	55.50856594	53.96267815	67.134	69.64543848	67.27131374
790	0.66996	0.671585589	0.67133217	6.6945	6.732757081	6.708144679	33.335	34.00082841	33.40317565	46.554	47.80282495	46.6501589	53.134	54.73696585	53.24247799	66.228	68.65860231	66.36426643
800	0.66158	0.663179906	0.662933064	6.6102	6.647517661	6.623589907	32.904	33.54968208	32.97088215	45.945	47.15508826	46.03917028	52.435	53.9879088	52.54179101	65.349	67.70147278	65.48275305
